Pcode_Ad_4,Pcode_Ad_3,Pcode_Ad_2,Pcode_Ad_1,Type_Name,Objectid,Codec,Number,Admin1_Nam,Admin2_Nam,Admin3_Nam,Admin4_Nam,Lon_X,Lat_Y
MLI00300407044,MLI00300407,MLI003004,MLI003,Village,9612,36037885,8084,SIKASSO,YANFOLILA,GOUANDIAKA,Sokoroko,-8.137818,10.743707
MLI00300407045,MLI00300407,MLI003004,MLI003,Village,9613,36037919,8085,SIKASSO,YANFOLILA,GOUANDIAKA,Tenintoumanina,-8.140788,10.656969
MLI00300407046,MLI00300407,MLI003004,MLI003,Village,9614,36037953,8086,SIKASSO,YANFOLILA,GOUANDIAKA,Zambala,-8.198707,10.595023
MLI00300407000,MLI00300407,MLI003004,MLI003,Chef-lieu Commune,367,,8087,SIKASSO,YANFOLILA,GOUANDIAKA,Kalana,-8.196317,10.786411
MLI00300408001,MLI00300408,MLI003004,MLI003,Village,9615,36043001,8088,SIKASSO,YANFOLILA,KOUSSAN,Bassidibedjing,-7.921883,10.571001
MLI00300408002,MLI00300408,MLI003004,MLI003,Village,9616,36043063,8089,SIKASSO,YANFOLILA,KOUSSAN,Dalakan,-7.945692,10.476762
MLI00300408003,MLI00300408,MLI003004,MLI003,Village,9617,36043063,8090,SIKASSO,YANFOLILA,KOUSSAN,Boida,-7.945082,10.467241
MLI00300408004,MLI00300408,MLI003004,MLI003,Village,9618,36043125,8091,SIKASSO,YANFOLILA,KOUSSAN,Daounabere,-8.172118,11.113823
MLI00300408005,MLI00300408,MLI003004,MLI003,Village,9619,36043125,8092,SIKASSO,YANFOLILA,KOUSSAN,Mamouroula,-8.059630,10.609754
MLI00300408006,MLI00300408,MLI003004,MLI003,Village,9620,36043187,8093,SIKASSO,YANFOLILA,KOUSSAN,Diangouemerila,-7.874343,10.395514
MLI00300408007,MLI00300408,MLI003004,MLI003,Village,9621,36043249,8094,SIKASSO,YANFOLILA,KOUSSAN,Dinsokoro,-8.088199,10.463390
MLI00300408008,MLI00300408,MLI003004,MLI003,Village,9622,36043311,8095,SIKASSO,YANFOLILA,KOUSSAN,Dinso-beleda,-8.084049,10.458150
MLI00300408009,MLI00300408,MLI003004,MLI003,Village,9623,36043373,8096,SIKASSO,YANFOLILA,KOUSSAN,Dinso-madina,-8.082249,10.484092
MLI00300408010,MLI00300408,MLI003004,MLI003,Village,9624,36043435,8097,SIKASSO,YANFOLILA,KOUSSAN,Farabala,-7.983011,10.635137
MLI00300408011,MLI00300408,MLI003004,MLI003,Village,9625,36043435,8098,SIKASSO,YANFOLILA,KOUSSAN,Faraba-coura,-7.921883,10.571001
MLI00300408012,MLI00300408,MLI003004,MLI003,Village,9626,36043497,8099,SIKASSO,YANFOLILA,KOUSSAN,Filamana,-7.954412,10.497054
MLI00300408013,MLI00300408,MLI003004,MLI003,Village,9627,36043559,8100,SIKASSO,YANFOLILA,KOUSSAN,Kangouessamala,-7.928462,10.616425
MLI00300408014,MLI00300408,MLI003004,MLI003,Village,9628,36043621,8101,SIKASSO,YANFOLILA,KOUSSAN,Koniko,-7.927082,10.409175
MLI00300408015,MLI00300408,MLI003004,MLI003,Village,9629,36043621,8102,SIKASSO,YANFOLILA,KOUSSAN,Koninko-coura,-7.922902,10.402155
MLI00300408016,MLI00300408,MLI003004,MLI003,Village,9630,36043683,8103,SIKASSO,YANFOLILA,KOUSSAN,Kouroulamini,-7.785805,10.320087
MLI00300408017,MLI00300408,MLI003004,MLI003,Village,9631,36043745,8104,SIKASSO,YANFOLILA,KOUSSAN,Mogoyafara,-7.946712,10.467511
MLI00300408018,MLI00300408,MLI003004,MLI003,Village,9632,36043807,8105,SIKASSO,YANFOLILA,KOUSSAN,Ourodji,-8.077289,10.399704
MLI00300408019,MLI00300408,MLI003004,MLI003,Village,9633,36043869,8106,SIKASSO,YANFOLILA,KOUSSAN,Sandougoula,-7.855764,10.243879
MLI00300408020,MLI00300408,MLI003004,MLI003,Village,9634,36043931,8107,SIKASSO,YANFOLILA,KOUSSAN,Sangaredjing,-7.944802,10.556919
MLI00300408000,MLI00300408,MLI003004,MLI003,Chef-lieu Commune,491,,8108,SIKASSO,YANFOLILA,KOUSSAN,Filamana,-7.949410,10.500653
MLI00300409001,MLI00300409,MLI003004,MLI003,Village,9635,36049001,8109,SIKASSO,YANFOLILA,SANKARANI,Bambadala,-8.466412,11.472737
MLI00300409002,MLI00300409,MLI003004,MLI003,Village,9636,36049125,8110,SIKASSO,YANFOLILA,SANKARANI,Bambala,-8.312085,11.397060
MLI00300409003,MLI00300409,MLI003004,MLI003,Village,9637,36049249,8111,SIKASSO,YANFOLILA,SANKARANI,Faraba,-8.311825,11.378298
MLI00300409004,MLI00300409,MLI003004,MLI003,Village,9638,36049249,8112,SIKASSO,YANFOLILA,SANKARANI,Bada Ou Sikoule-dagan,-8.303105,11.358526
MLI00300409005,MLI00300409,MLI003004,MLI003,Village,9639,36049373,8113,SIKASSO,YANFOLILA,SANKARANI,Farani,-8.092040,11.621031
MLI00300409006,MLI00300409,MLI003004,MLI003,Village,9640,36049497,8114,SIKASSO,YANFOLILA,SANKARANI,Fingouana,-8.366734,11.411761
MLI00300409007,MLI00300409,MLI003004,MLI003,Village,9641,36049621,8115,SIKASSO,YANFOLILA,SANKARANI,Kolena,-8.390434,11.434303
MLI00300409008,MLI00300409,MLI003004,MLI003,Village,9642,36049745,8116,SIKASSO,YANFOLILA,SANKARANI,Madinacoun,-8.432293,11.429503
MLI00300409009,MLI00300409,MLI003004,MLI003,Village,9643,36049745,8117,SIKASSO,YANFOLILA,SANKARANI,Madinatie,-8.468032,11.425722
MLI00300409010,MLI00300409,MLI003004,MLI003,Village,9644,36049869,8118,SIKASSO,YANFOLILA,SANKARANI,Madinadiou,-8.481362,11.431093
MLI00300409011,MLI00300409,MLI003004,MLI003,Village,9654,36055397,8119,SIKASSO,YANFOLILA,SANKARANI,Doubintou,-8.325055,11.263357
MLI00300409000,MLI00300409,MLI003004,MLI003,Chef-lieu Commune,666,,8120,SIKASSO,YANFOLILA,SANKARANI,Bambala,-8.312085,11.397060
MLI00300410001,MLI00300410,MLI003004,MLI003,Village,9645,36055001,8121,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Assamorola,-8.239377,11.354846
MLI00300410002,MLI00300410,MLI003004,MLI003,Village,9646,36055067,8122,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Badougou,-8.318455,11.260937
MLI00300410003,MLI00300410,MLI003004,MLI003,Village,9647,36055133,8123,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Bankoumana,-8.276836,11.306181
MLI00300410004,MLI00300410,MLI003004,MLI003,Village,9648,36055199,8124,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Berebogola,-8.222687,11.399250
MLI00300410005,MLI00300410,MLI003004,MLI003,Village,9649,36055265,8125,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Diarani,-8.307355,11.280058
MLI00300410006,MLI00300410,MLI003004,MLI003,Village,9650,36055265,8126,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Diarani-djin,-8.294836,11.268057
MLI00300410007,MLI00300410,MLI003004,MLI003,Village,9651,36055265,8127,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Faragouye,-8.316685,11.271298
MLI00300410008,MLI00300410,MLI003004,MLI003,Village,9652,36055331,8128,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Djimbala,-8.339025,11.176768
MLI00300410009,MLI00300410,MLI003004,MLI003,Village,9653,36055397,8129,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Konna,-8.354924,11.244485
MLI00300410010,MLI00300410,MLI003004,MLI003,Village,9655,36055463,8130,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Makandiana,-8.328915,11.352125
MLI00300410011,MLI00300410,MLI003004,MLI003,Village,9656,36055529,8131,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Moribala,-8.217187,11.342425
MLI00300410012,MLI00300410,MLI003004,MLI003,Village,9657,36055529,8132,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,N'golocoura,-8.184778,11.339834
MLI00300410013,MLI00300410,MLI003004,MLI003,Village,9658,36055529,8133,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Siraniguela,-8.204528,11.332084
MLI00300410014,MLI00300410,MLI003004,MLI003,Village,9659,36055595,8134,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Sanankoroba,-8.223967,11.433343
MLI00300410015,MLI00300410,MLI003004,MLI003,Village,9660,36055661,8135,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Siekorole,-8.264016,11.317992
MLI00300410016,MLI00300410,MLI003004,MLI003,Village,9661,36055727,8136,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Sindo,-8.232207,11.268747
MLI00300410017,MLI00300410,MLI003004,MLI003,Village,9662,36055727,8137,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Assabarila,-8.244397,11.282259
MLI00300410018,MLI00300410,MLI003004,MLI003,Village,9663,36055727,8138,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Debourala,-8.252506,11.268297
MLI00300410019,MLI00300410,MLI003004,MLI003,Village,9664,36055727,8139,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Sindo-djin,-8.251006,11.294370
MLI00300410020,MLI00300410,MLI003004,MLI003,Village,9665,36055793,8140,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Solinkoro,-8.231527,11.366827
MLI00300410021,MLI00300410,MLI003004,MLI003,Village,9666,36055793,8141,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Seledjan,-8.252976,11.366217
MLI00300410022,MLI00300410,MLI003004,MLI003,Village,9667,36055859,8142,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Tientogo,-8.347615,11.350745
MLI00300410023,MLI00300410,MLI003004,MLI003,Village,9668,36055859,8143,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Sanymale,-8.379604,11.356826
MLI00300410024,MLI00300410,MLI003004,MLI003,Village,9669,36055925,8144,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Yorola,-8.242837,11.389089
MLI00300410025,MLI00300410,MLI003004,MLI003,Village,9670,36055925,8145,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Kouroukoro,-8.251267,11.416632
MLI00300410000,MLI00300410,MLI003004,MLI003,Chef-lieu Commune,187,,8146,SIKASSO,YANFOLILA,SERE MOUSSA ANI SAMOU DE SIEKOROLE,Siekorole,-8.264016,11.317992
MLI00300411001,MLI00300411,MLI003004,MLI003,Village,9671,36061001,8147,SIKASSO,YANFOLILA,TAGANDOUGOU,Baya-siekorole,-8.248887,11.640333
MLI00300411002,MLI00300411,MLI003004,MLI003,Village,9672,36061143,8148,SIKASSO,YANFOLILA,TAGANDOUGOU,Binko,-8.244387,11.636593
MLI00300411003,MLI00300411,MLI003004,MLI003,Village,9673,36061143,8149,SIKASSO,YANFOLILA,TAGANDOUGOU,Balandouledian,-8.348525,11.515671
MLI00300411004,MLI00300411,MLI003004,MLI003,Village,9674,36061143,8150,SIKASSO,YANFOLILA,TAGANDOUGOU,Beko,-8.343345,11.561105
MLI00300411005,MLI00300411,MLI003004,MLI003,Village,9675,36061143,8151,SIKASSO,YANFOLILA,TAGANDOUGOU,Biraba,-8.387154,11.510981
MLI00300411006,MLI00300411,MLI003004,MLI003,Village,9676,36061143,8152,SIKASSO,YANFOLILA,TAGANDOUGOU,Bobochidjan,-8.283106,11.562716
MLI00300411007,MLI00300411,MLI003004,MLI003,Village,9677,36061143,8153,SIKASSO,YANFOLILA,TAGANDOUGOU,Bokokoun,-8.424993,11.466956
MLI00300411008,MLI00300411,MLI003004,MLI003,Village,9678,36061143,8154,SIKASSO,YANFOLILA,TAGANDOUGOU,Boloninda,-8.374704,11.562245
MLI00300411009,MLI00300411,MLI003004,MLI003,Village,9679,36061143,8155,SIKASSO,YANFOLILA,TAGANDOUGOU,Djigala,-8.283506,11.533073
MLI00300411010,MLI00300411,MLI003004,MLI003,Village,9680,36061143,8156,SIKASSO,YANFOLILA,TAGANDOUGOU,Djilegue,-8.325605,11.530902
MLI00300411011,MLI00300411,MLI003004,MLI003,Village,9681,36061143,8157,SIKASSO,YANFOLILA,TAGANDOUGOU,Farako,-8.347615,11.567426
MLI00300411012,MLI00300411,MLI003004,MLI003,Village,9682,36061143,8158,SIKASSO,YANFOLILA,TAGANDOUGOU,Folomba,-8.306216,11.537363
MLI00300411013,MLI00300411,MLI003004,MLI003,Village,9683,36061143,8159,SIKASSO,YANFOLILA,TAGANDOUGOU,Karako,-8.297446,11.549274
MLI00300411014,MLI00300411,MLI003004,MLI003,Village,9684,36061143,8160,SIKASSO,YANFOLILA,TAGANDOUGOU,Kolekourou I,-8.340045,11.493999
MLI00300411015,MLI00300411,MLI003004,MLI003,Village,9685,36061143,8161,SIKASSO,YANFOLILA,TAGANDOUGOU,Kolekourou Ii,-8.342245,11.501180
MLI00300411016,MLI00300411,MLI003004,MLI003,Village,9686,36061143,8162,SIKASSO,YANFOLILA,TAGANDOUGOU,Kouroubaly,-8.332185,11.482308
MLI00300411017,MLI00300411,MLI003004,MLI003,Village,9687,36061143,8163,SIKASSO,YANFOLILA,TAGANDOUGOU,Sanambako,-8.404153,11.510470
MLI00300411018,MLI00300411,MLI003004,MLI003,Village,9688,36061143,8164,SIKASSO,YANFOLILA,TAGANDOUGOU,Siranikele,-8.335755,11.547434
MLI00300411019,MLI00300411,MLI003004,MLI003,Village,9689,36061143,8165,SIKASSO,YANFOLILA,TAGANDOUGOU,Tieguekourouni,-8.337915,11.512791
MLI00300411020,MLI00300411,MLI003004,MLI003,Village,9690,36061143,8166,SIKASSO,YANFOLILA,TAGANDOUGOU,Tomimba,-8.375194,11.506420
MLI00300411021,MLI00300411,MLI003004,MLI003,Village,9691,36061143,8167,SIKASSO,YANFOLILA,TAGANDOUGOU,Wassada,-8.332535,11.569566
MLI00300411022,MLI00300411,MLI003004,MLI003,Village,9692,36061285,8168,SIKASSO,YANFOLILA,TAGANDOUGOU,Farabacoro,-8.338175,11.592188
MLI00300411023,MLI00300411,MLI003004,MLI003,Village,9693,36061427,8169,SIKASSO,YANFOLILA,TAGANDOUGOU,Farabacoura,-8.252147,11.640053
MLI00300411024,MLI00300411,MLI003004,MLI003,Village,9694,36061427,8170,SIKASSO,YANFOLILA,TAGANDOUGOU,Balama,-8.303366,11.584078
MLI00300411025,MLI00300411,MLI003004,MLI003,Village,9695,36061427,8171,SIKASSO,YANFOLILA,TAGANDOUGOU,Dialake,-8.253507,11.583098
MLI00300411026,MLI00300411,MLI003004,MLI003,Village,9696,36061427,8172,SIKASSO,YANFOLILA,TAGANDOUGOU,Dougoukoro,-8.253507,11.590558
MLI00300411027,MLI00300411,MLI003004,MLI003,Village,9697,36061427,8173,SIKASSO,YANFOLILA,TAGANDOUGOU,Fonko,-8.242247,11.605450
MLI00300411028,MLI00300411,MLI003004,MLI003,Village,9698,36061427,8174,SIKASSO,YANFOLILA,TAGANDOUGOU,Grin (kaba Sirmano,-8.264577,11.613190
MLI00300411029,MLI00300411,MLI003004,MLI003,Village,9699,36061427,8175,SIKASSO,YANFOLILA,TAGANDOUGOU,Gueleba,-8.319775,11.598269
MLI00300411030,MLI00300411,MLI003004,MLI003,Village,9700,36061427,8176,SIKASSO,YANFOLILA,TAGANDOUGOU,Senikele,-8.319775,11.581757
MLI00300411031,MLI00300411,MLI003004,MLI003,Village,9701,36061569,8177,SIKASSO,YANFOLILA,TAGANDOUGOU,Kondjiguila,-8.242237,11.631182
MLI00300411032,MLI00300411,MLI003004,MLI003,Village,9702,36061569,8178,SIKASSO,YANFOLILA,TAGANDOUGOU,Denkele,-8.326575,11.672186
MLI00300411033,MLI00300411,MLI003004,MLI003,Village,9703,36061569,8179,SIKASSO,YANFOLILA,TAGANDOUGOU,Gueleba,-8.316176,11.620911
MLI00300411034,MLI00300411,MLI003004,MLI003,Village,9704,36061569,8180,SIKASSO,YANFOLILA,TAGANDOUGOU,Kobafela,-8.284446,11.683437
MLI00300411035,MLI00300411,MLI003004,MLI003,Village,9705,36061569,8181,SIKASSO,YANFOLILA,TAGANDOUGOU,Tienrani,-8.355425,11.617621
MLI00300411036,MLI00300411,MLI003004,MLI003,Village,9706,36061711,8182,SIKASSO,YANFOLILA,TAGANDOUGOU,Tagan,-8.331755,11.467596
MLI00300411037,MLI00300411,MLI003004,MLI003,Village,9707,36061711,8183,SIKASSO,YANFOLILA,TAGANDOUGOU,Faradian Ii Mohamed T,-8.322795,11.476777
MLI00300411038,MLI00300411,MLI003004,MLI003,Village,9708,36061711,8184,SIKASSO,YANFOLILA,TAGANDOUGOU,Faradian I. Brehima T,-8.319625,11.482568
MLI00300411039,MLI00300411,MLI003004,MLI003,Village,9709,36061711,8185,SIKASSO,YANFOLILA,TAGANDOUGOU,Kelefougani,-8.322615,11.440484
MLI00300411040,MLI00300411,MLI003004,MLI003,Village,9710,36061711,8186,SIKASSO,YANFOLILA,TAGANDOUGOU,Kodala,-8.323715,11.435593
MLI00300411041,MLI00300411,MLI003004,MLI003,Village,9711,36061853,8187,SIKASSO,YANFOLILA,TAGANDOUGOU,Tiegouekourouni,-8.337915,11.512791
MLI00300411000,MLI00300411,MLI003004,MLI003,Chef-lieu Commune,537,,8188,SIKASSO,YANFOLILA,TAGANDOUGOU,Binko,-8.244070,11.639720
MLI00300412001,MLI00300412,MLI003004,MLI003,Village,9712,36067001,8189,SIKASSO,YANFOLILA,WASSOULOU BALLE,Badogo,-8.214887,11.029264
MLI00300412002,MLI00300412,MLI003004,MLI003,Village,9713,36067001,8190,SIKASSO,YANFOLILA,WASSOULOU BALLE,Diaferela I,-8.263246,10.998572
MLI00300412003,MLI00300412,MLI003004,MLI003,Village,9714,36067001,8191,SIKASSO,YANFOLILA,WASSOULOU BALLE,Diaferela Ii,-8.269176,10.986390
MLI00300412004,MLI00300412,MLI003004,MLI003,Village,9715,36067001,8192,SIKASSO,YANFOLILA,WASSOULOU BALLE,Karatou,-8.233746,10.943046
MLI00300412005,MLI00300412,MLI003004,MLI003,Village,9716,36067001,8193,SIKASSO,YANFOLILA,WASSOULOU BALLE,Sirina,-7.847685,11.037946
MLI00300412006,MLI00300412,MLI003004,MLI003,Village,9717,36067034,8194,SIKASSO,YANFOLILA,WASSOULOU BALLE,Balanfina,-7.889774,11.060908
MLI00300412007,MLI00300412,MLI003004,MLI003,Village,9718,36067067,8195,SIKASSO,YANFOLILA,WASSOULOU BALLE,Balena,-7.928693,11.229744
MLI00300412008,MLI00300412,MLI003004,MLI003,Village,9719,36067100,8196,SIKASSO,YANFOLILA,WASSOULOU BALLE,Barila,-8.064630,11.287639
MLI00300412009,MLI00300412,MLI003004,MLI003,Village,9720,36067100,8197,SIKASSO,YANFOLILA,WASSOULOU BALLE,Konofele,-8.034551,11.243305
MLI00300412010,MLI00300412,MLI003004,MLI003,Village,9721,36067133,8198,SIKASSO,YANFOLILA,WASSOULOU BALLE,Bogotafara,-8.304265,11.040266
MLI00300412011,MLI00300412,MLI003004,MLI003,Village,9722,36067133,8199,SIKASSO,YANFOLILA,WASSOULOU BALLE,Fougamana,-8.317725,11.090850
MLI00300412012,MLI00300412,MLI003004,MLI003,Village,9723,36067133,8200,SIKASSO,YANFOLILA,WASSOULOU BALLE,Koflatie,-8.325265,11.068118
MLI00300412013,MLI00300412,MLI003004,MLI003,Village,9724,36067166,8201,SIKASSO,YANFOLILA,WASSOULOU BALLE,Bounounko,-8.033651,11.185970
MLI00300412014,MLI00300412,MLI003004,MLI003,Village,9725,36067166,8202,SIKASSO,YANFOLILA,WASSOULOU BALLE,Dala,-8.015181,11.144236
MLI00300412015,MLI00300412,MLI003004,MLI003,Village,9726,36067166,8203,SIKASSO,YANFOLILA,WASSOULOU BALLE,Dougouyela,-8.059810,11.147116
MLI00300412016,MLI00300412,MLI003004,MLI003,Village,9727,36067166,8204,SIKASSO,YANFOLILA,WASSOULOU BALLE,Kartabougou,-8.077540,11.187550
MLI00300412017,MLI00300412,MLI003004,MLI003,Village,9728,36067166,8205,SIKASSO,YANFOLILA,WASSOULOU BALLE,Sanakoroba,-7.982472,11.231584
MLI00300412018,MLI00300412,MLI003004,MLI003,Village,9729,36067166,8206,SIKASSO,YANFOLILA,WASSOULOU BALLE,Somala,-8.019811,11.240475
MLI00300412019,MLI00300412,MLI003004,MLI003,Village,9730,36067199,8207,SIKASSO,YANFOLILA,WASSOULOU BALLE,Dalada,-8.313985,11.071978
MLI00300412020,MLI00300412,MLI003004,MLI003,Village,9731,36067232,8208,SIKASSO,YANFOLILA,WASSOULOU BALLE,Dialafara,-8.304015,11.170278
MLI00300412021,MLI00300412,MLI003004,MLI003,Village,9732,36067265,8209,SIKASSO,YANFOLILA,WASSOULOU BALLE,Djeguenina,-7.979582,11.211602
MLI00300412022,MLI00300412,MLI003004,MLI003,Village,9733,36067298,8210,SIKASSO,YANFOLILA,WASSOULOU BALLE,Djelinfing,-8.247796,11.188470
MLI00300412023,MLI00300412,MLI003004,MLI003,Village,9734,36067298,8211,SIKASSO,YANFOLILA,WASSOULOU BALLE,Ferela Ou Fodela,-8.288876,11.197201
MLI00300412024,MLI00300412,MLI003004,MLI003,Village,9735,36067298,8212,SIKASSO,YANFOLILA,WASSOULOU BALLE,Koulakola,-8.234717,11.162257
MLI00300412025,MLI00300412,MLI003004,MLI003,Village,9736,36067331,8213,SIKASSO,YANFOLILA,WASSOULOU BALLE,Faliko,-8.291316,11.212012
MLI00300412026,MLI00300412,MLI003004,MLI003,Village,9737,36067364,8214,SIKASSO,YANFOLILA,WASSOULOU BALLE,Goualafara,-8.160438,11.296270
MLI00300412027,MLI00300412,MLI003004,MLI003,Village,9738,36067397,8215,SIKASSO,YANFOLILA,WASSOULOU BALLE,Goualala 1,-8.234327,11.227743
MLI00300412028,MLI00300412,MLI003004,MLI003,Village,9739,36067397,8216,SIKASSO,YANFOLILA,WASSOULOU BALLE,Konandaga,-8.204957,11.255776
MLI00300412029,MLI00300412,MLI003004,MLI003,Village,9740,36067397,8217,SIKASSO,YANFOLILA,WASSOULOU BALLE,Missala,-8.262296,11.242025
MLI00300412030,MLI00300412,MLI003004,MLI003,Village,9741,36067430,8218,SIKASSO,YANFOLILA,WASSOULOU BALLE,Goualala 2,-8.238467,11.219513
MLI00300412031,MLI00300412,MLI003004,MLI003,Village,9742,36067463,8219,SIKASSO,YANFOLILA,WASSOULOU BALLE,Gouenso,-8.085560,11.284459
MLI00300412032,MLI00300412,MLI003004,MLI003,Village,9743,36067463,8220,SIKASSO,YANFOLILA,WASSOULOU BALLE,Tamadjamorola,-8.123459,11.258497
MLI00300412033,MLI00300412,MLI003004,MLI003,Village,9744,36067496,8221,SIKASSO,YANFOLILA,WASSOULOU BALLE,Kofoulatie,-8.090450,11.244765
MLI00300412034,MLI00300412,MLI003004,MLI003,Village,9745,36067496,8222,SIKASSO,YANFOLILA,WASSOULOU BALLE,Bouanso,-8.127419,11.260797
MLI00300412035,MLI00300412,MLI003004,MLI003,Village,9746,36067529,8223,SIKASSO,YANFOLILA,WASSOULOU BALLE,Kourou,-8.092100,11.055567
MLI00300412036,MLI00300412,MLI003004,MLI003,Village,9747,36067562,8224,SIKASSO,YANFOLILA,WASSOULOU BALLE,Lontola,-8.050840,11.066628
MLI00300412037,MLI00300412,MLI003004,MLI003,Village,9748,36067595,8225,SIKASSO,YANFOLILA,WASSOULOU BALLE,Magadala,-7.898984,11.123004
MLI00300412038,MLI00300412,MLI003004,MLI003,Village,9749,36067628,8226,SIKASSO,YANFOLILA,WASSOULOU BALLE,Malikila,-8.213717,11.037895
MLI00300412039,MLI00300412,MLI003004,MLI003,Village,9750,36067628,8227,SIKASSO,YANFOLILA,WASSOULOU BALLE,Dioumela Ou Niamana,-8.219737,11.068968
MLI00300412040,MLI00300412,MLI003004,MLI003,Village,9751,36067628,8228,SIKASSO,YANFOLILA,WASSOULOU BALLE,Djigouenida,-8.234846,10.981450
MLI00300412041,MLI00300412,MLI003004,MLI003,Village,9752,36067628,8229,SIKASSO,YANFOLILA,WASSOULOU BALLE,Faraba,-8.264106,11.059837
MLI00300412042,MLI00300412,MLI003004,MLI003,Village,9753,36067628,8230,SIKASSO,YANFOLILA,WASSOULOU BALLE,Kadola,-8.193867,11.086590
MLI00300412043,MLI00300412,MLI003004,MLI003,Village,9754,36067628,8231,SIKASSO,YANFOLILA,WASSOULOU BALLE,Koda-tinessaoune,-8.225677,11.107772
MLI00300412044,MLI00300412,MLI003004,MLI003,Village,9755,36067628,8232,SIKASSO,YANFOLILA,WASSOULOU BALLE,Lekoro,-8.256486,10.984790
MLI00300412045,MLI00300412,MLI003004,MLI003,Village,9756,36067628,8233,SIKASSO,YANFOLILA,WASSOULOU BALLE,Niesserila,-8.238396,11.068408
MLI00300412046,MLI00300412,MLI003004,MLI003,Village,9757,36067661,8234,SIKASSO,YANFOLILA,WASSOULOU BALLE,Morifina,-7.934893,11.091421
MLI00300412047,MLI00300412,MLI003004,MLI003,Village,9758,36067694,8235,SIKASSO,YANFOLILA,WASSOULOU BALLE,Nounsamouna,-8.263916,11.152016
MLI00300412048,MLI00300412,MLI003004,MLI003,Village,9759,36067727,8236,SIKASSO,YANFOLILA,WASSOULOU BALLE,Ouassada,-8.090390,11.054167
MLI00300412049,MLI00300412,MLI003004,MLI003,Village,9760,36067760,8237,SIKASSO,YANFOLILA,WASSOULOU BALLE,Ourou-ourou,-8.128889,11.090230
MLI00300412050,MLI00300412,MLI003004,MLI003,Village,9761,36067760,8238,SIKASSO,YANFOLILA,WASSOULOU BALLE,Aly Togo Bougouda,-8.172118,11.113823
MLI00300412051,MLI00300412,MLI003004,MLI003,Village,9762,36067760,8239,SIKASSO,YANFOLILA,WASSOULOU BALLE,Dogon Ourou-ourou Ham,-8.146588,11.127164
MLI00300412052,MLI00300412,MLI003004,MLI003,Village,9763,36067760,8240,SIKASSO,YANFOLILA,WASSOULOU BALLE,Melibana,-8.175158,11.122594
MLI00300412053,MLI00300412,MLI003004,MLI003,Village,9764,36067760,8241,SIKASSO,YANFOLILA,WASSOULOU BALLE,Ourou Marka,-8.135939,11.093261
MLI00300412054,MLI00300412,MLI003004,MLI003,Village,9765,36067793,8242,SIKASSO,YANFOLILA,WASSOULOU BALLE,Sanana,-7.955812,11.089251
MLI00300412055,MLI00300412,MLI003004,MLI003,Village,9766,36067793,8243,SIKASSO,YANFOLILA,WASSOULOU BALLE,Bomba Ou Yorola,-7.990102,11.078929
MLI00300412056,MLI00300412,MLI003004,MLI003,Village,9767,36067793,8244,SIKASSO,YANFOLILA,WASSOULOU BALLE,Gorotoumou Ou Nianaba,-7.993072,11.054897
MLI00300412057,MLI00300412,MLI003004,MLI003,Village,9768,36067826,8245,SIKASSO,YANFOLILA,WASSOULOU BALLE,Sekou,-8.306955,11.135475
MLI00300412058,MLI00300412,MLI003004,MLI003,Village,9769,36067826,8246,SIKASSO,YANFOLILA,WASSOULOU BALLE,Ballamoussala,-8.297055,11.132704
